x,y,z,total_cost_mean,total_cost_se,deviation_mean,deviation_se,total_cost_n
0.25,0.0,1.5,7975.066060620927,11.706178889705022,1407.408888888889,12.705211581129873,300
0.25,0.0,1.75,8184.89409552064,11.74267674994005,1671.6622222222222,13.448793837192099,300
0.25,0.0,2.0,8358.50383128492,11.789408783078317,1919.9088888888887,14.986712707218146,300
0.25,0.25,0.0,5895.601979045771,11.643891003428566,2003.6155555555554,11.692881782875002,300
0.25,0.5,0.0,6156.836358886591,11.589173280963324,2006.3355555555554,11.72545489794275,300
0.25,0.75,0.0,6408.708216668002,11.527110596931673,2009.1955555555555,11.716391603833365,300
0.25,1.0,0.0,6645.510172596204,11.430481983223089,2017.142222222222,11.867902379233906,300
0.25,1.25,0.0,6858.09100349282,11.334726450110281,2024.9755555555555,12.06296347532784,300
0.25,1.5,0.0,7032.502205755353,11.355329791543015,2040.0733333333333,11.673954377220973,300
0.25,1.75,0.0,7163.782598897909,11.51776565980357,2109.6222222222223,11.092228846078342,300
0.25,2.0,0.0,7247.088357569597,11.85780084609916,2271.306666666667,10.362779999353481,300
0.5,0.0,0.0,5755.35795178717,8.564045711938748,2422.442222222222,7.39141348133955,600
0.5,0.0,0.25,6374.679053876027,11.979583097972649,1997.4822222222222,11.642339564694842,300
0.5,0.0,0.5,6927.959676111687,11.93952199629204,1413.8755555555556,12.21327821390188,300
0.5,0.0,0.75,7411.334458237197,12.059883300639271,893.788888888889,12.136761640257763,300
0.5,0.0,1.0,7825.438444001715,12.135570859165117,532.5955555555555,6.062215356713574,300
0.5,0.0,1.25,8172.778239580613,12.181943390477949,664.2955555555556,11.490055488779168,300
0.5,0.0,1.5,8468.997317646837,12.162649091807552,1020.188888888889,12.653342542630199,300
0.5,0.0,1.75,8713.478731617646,12.181494335772324,1341.7955555555557,12.504902204679661,300
0.5,0.0,2.0,8917.314876957424,12.221707080153765,1587.348888888889,13.436799378508868,300
0.5,0.25,0.0,6027.8827653823055,12.152791731906516,2427.648888888889,10.622212921107518,300
0.5,0.5,0.0,6295.401835545613,12.16404909355072,2431.2755555555555,10.618163541113763,300
0.5,0.75,0.0,6556.260289454238,12.126287171133244,2436.362222222222,10.663044358160729,300
0.5,1.0,0.0,6807.196821391857,12.051014299275222,2449.608888888889,11.113756076119941,300
